,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
81,Senior Data Scientist,CÔNG TY CỔ PHẦN KREDIVO VIỆT NAM,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Data Science,3 months ago,23 days ago,"Python, Nlp Models, Agile Methodologies",https://glints.com/vn/opportunities/jobs/senior-data-scientist/75f17a9a-11d0-438f-8a7f-489b366d2cd6
82,Data Analyst Intern,Telio Vietnam,"Hà Nội, Vietnam",,,Thực Tập,Data Science,3 months ago,17 minutes ago,"Database Administration, Statistical Data Analysis, Data Analysis",https://glints.com/vn/opportunities/jobs/data-analyst-intern/66292ed3-3c94-4a43-92c6-9b34fe7a1df2
83,Fresher Data Engineer,Officience,"Quận 10, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Software Engineering,6 months ago,11 days ago,"MySQL, Linux, Python",https://glints.com/vn/opportunities/jobs/fresher-data-engineer/b2a6881a-1c3a-4dc6-ab5f-e7edf9ca1b8c
84,Digital Marketing Data Analysis,Công Ty Greenmazing,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Marketing, English, Data Analysis",https://glints.com/vn/opportunities/jobs/digital-marketing-data-analysis/4b5c9579-618e-46d8-93a6-53e86d124bf2
85,DATA ANALYST (FRESHER ACCEPTED),Công Ty Cổ Phần Giao Hàng Tiết Kiệm,"Hà Nội, Vietnam",,,Việc làm fulltime,Other,6 months ago,4 days ago,"MySQL, Data Analysis, Powerbi",https://glints.com/vn/opportunities/jobs/data-analyst-fresher-accepted/47118e1f-27e2-4327-af79-92205e7fc12c
86,Data Entry Part-time,Bss Group,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Data Science,9 days ago,9 days ago,"English, Computer Literacy, Attention To Detail",https://glints.com/vn/opportunities/jobs/data-entry-part-time/d4b67bf8-0f68-42e5-83ed-28fe1c0c975e
87,Data Entry Part-time,Bss Group,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Data Science,9 days ago,9 days ago,"English, Computer Literacy, Attention To Detail",https://glints.com/vn/opportunities/jobs/data-entry-part-time/463153ad-3a4b-48ef-a34c-988dd6a9ec46
88,Data Entry Part-time,Bss Group,"Hà Nội, Vietnam",,,Việc làm fulltime,Other,2 months ago,2 months ago,"English, Computer Literacy, Attention To Detail",https://glints.com/vn/opportunities/jobs/data-entry-part-time/5d42bc7d-4482-4186-a308-5d37741d7473
89,[HCM/HN] Data Analyst,Glints Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,yesterday,yesterday,"MySQL, Data Processing, Data Visualization, Well-organized, Stakeholder Management, Data Analyst, SQL, Business Analyst, Structured Thinking, Logical Thinking",https://glints.com/vn/opportunities/jobs/hcm-hn-data-analyst/fb6ec56e-46e6-4e19-b29d-10c07dac2494
90,Game Data Tracking Specialist,Gameloft Vietnam,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Data Science,12 days ago,12 days ago,"SQL, Python, Data Analysis",https://glints.com/vn/opportunities/jobs/game-data-tracking-specialist/b2ded7a3-f84f-417c-8276-27e392a7cde2
91,Tuyển dụng Data Scientist,Fado.vn,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Data Science,2 days ago,yesterday,"Data Science, Database Administration, Statistical Data Analysis",https://glints.com/vn/opportunities/jobs/tuyen-dung-data-scientist/9460c28e-79fd-43a3-8466-c393cf762c5c
92,[HN] Senior Data Engineer,OKXE,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Data Science,1 month ago,8 days ago,"Bigdata, Bi Tools, Sql, Data Warehousing, English, Data Engineering, Python, RDBMS, E-commerce, Amazon Web Services (AWS)",https://glints.com/vn/opportunities/jobs/hn-senior-data-engineer/126588b7-637e-4478-9bea-c031f021d66a
93,[HCM] Senior Data Engineer,OKXE,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Data Science,1 month ago,23 days ago,"Data Warehousing, Data Lake, English, Data Engineering, SQL, Python, E-commerce, Amazon Web Services (AWS)",https://glints.com/vn/opportunities/jobs/hcm-senior-data-engineer/41a233ac-124c-47ef-9cdd-0d1a469489c2
94,Data Operator Intern (Chinese),Nexus Frontiertech,"Hà Nội, Vietnam",,,Thực Tập,Administrative,29 days ago,22 days ago,"Data Labeling, HSK4 Chinese, Attention To Detail, English Basic",https://glints.com/vn/opportunities/jobs/data-operator-intern-chinese/7d039091-6fce-4cf6-906b-a42a7651b1c7
95,Mainstream Media Data Operator,Kompa Group,"Quận 10, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Data Science,4 months ago,26 days ago,"Data Entry, English Writing, Data Analysis, English Reading",https://glints.com/vn/opportunities/jobs/mainstream-media-data-operator/32a9276a-efd6-4e80-b360-b6ca1f834f3a
96,Remote (Full-time) - Data Engineer,Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Data Science,3 months ago,20 days ago,"Data Science, Computer Science, Data Analysis",https://glints.com/vn/opportunities/jobs/remote-full-time-data-engineer/e4d7e516-d342-4b9b-b7c7-85f9b6ad92a1
97,Data Query Specialist (My SQL,Công ty TNHH Một Thành Viên Phần Mềm Javac Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"Percona, MySQL, Analytical Skills, Database Administration, Linux Server",https://glints.com/vn/opportunities/jobs/data-query-specialist-my-sql/1924a3e5-4ed4-4d77-886b-86bad44fa5ea
98,Digital Execution and Data Analyst,Mcv Corporation,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,1 month ago,"running ads, Data Analysis, Strategic Planning",https://glints.com/vn/opportunities/jobs/digital-execution-and-data-analyst/50723f03-11c1-4c7a-b8ef-6497227a283a
99,Nhân Viên Telesales (Có Sẵn Data),Nexttech Group,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Telesales, Giao Tiếp Tốt, Tư Vấn Khách Hàng",https://glints.com/vn/opportunities/jobs/nhan-vien-telesales-co-san-data/ec54f194-5cdb-431f-bb32-abc694baebc7
100,Data Science (Python/R/Scala/Java),Panasonic Việt Nam,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"Data Science, Java, Data Engineer, Python, Scala",https://glints.com/vn/opportunities/jobs/data-science-python-r-scala-java/bc315536-ba0a-4f72-a47c-290d234af9c5
101,Remote working | Data Engineer - Upto $3000,USER,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Data Science,1 month ago,1 month ago,"Big Data, Data Engineering, Machine Learning",https://glints.com/vn/opportunities/jobs/remote-working-data-engineer-upto-3000/62f96c78-e506-4141-8902-899a81c5f80c
102,Thực tập sinh Business Data Analysis,Công Ty Toponseek,"Quận 4, Ho Chi Minh City, Vietnam",,,Thực Tập,Data Science,1 month ago,2 days ago,"bi suites, kỹ năng phân tích, Tư Duy Logic Tốt",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-business-data-analysis/968b40e9-3185-4ba8-8434-e32fd19b4e07
103,Nhân viên Telesales B2B (Có sẵn data),Công ty Cổ phần NextPay Việt Nam,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Telesales, Tài Chính Ngân Hàng, Tư Vấn Tài Chính, Yêu Thích Kinh Doanh, Tư Vấn Khách Hàng, Nhân Viên Kinh Doanh",https://glints.com/vn/opportunities/jobs/nhan-vien-telesales-b2b-co-san-data/897dc5fa-60bd-4b38-a1c8-3a490a9cd453
104,Chuyên Viên Phân Tích Dữ Liệu (Data Analyst),Công Ty CP Chứng Khoán Rồng Việt (Viet Dragon Securities),"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Data Science,10 months ago,2 months ago,"Công Nghệ Thông Tin, Thống Kê, Tốt Nghiệp Đại Học, Data Analysis",https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-du-lieu-data-analyst/d63b6e4c-8d34-45a7-b722-c247f704d0b5
105,[Hanoi] CONTENT WRITER MẢNG DATA ANALYSIS (FULL-TIME),Tomorrow Marketers,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,1 month ago,"Data Orientation, Content Writing, Graphic Design, Data Knowledge",https://glints.com/vn/opportunities/jobs/hanoi-content-writer-mang-data-analysis-full-time/b3cb5e91-28fb-4a5c-917b-ef1b8b4c92db
106,Chuyên Viên Phân Tích/ Thống Kê (Data Analyst),CÔNG TY CỔ PHẦN FSN ( LIME ORANGE ),"Quận 4, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,yesterday,"Sql, PowerBI operation and application, Google Data Studio, VBA Excel, Excel, Google Analytics, Data Analysis, Odoo",https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-thong-ke-data-analyst/179330c9-188f-4915-b5f5-c5f98580b4de
107,Chuyên Viên Phân Tích Dữ Diệu ( Data Analyst ),Công ty TNHH Thương Mại SKYWARD,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Data Science,2 months ago,4 days ago,"Google Data Studio, SQL, Power Bi",https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-du-dieu-data-analyst/95ad7a78-685a-4f3b-bf8f-45cbf065036b
108,Chuyên viên phân tích dữ liệu - Data Analyst BI,Công Ty CellphoneS,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Data Science,5 months ago,4 days ago,"Data Science, Business Intelligence (BI), Business Analyst, Business Intelligence, Phân Tích Dữ Liệu, Data Analysis",https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-du-lieu-data-analyst-bi/05a6d988-314e-4e4f-84ac-3cda6da8ad00
109,"Nhân Viên Kinh Doanh KHCL (Data Có sẵn, CSKH Cũ)",Công Ty Cổ Phần Tập Đoàn Bizman,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Marketing, B2b Sales, B2b",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-khcl-data-co-san-cskh-cu/23acdc6c-23a6-4119-84e8-cf3b89bb719f
110,Thực tập sinh Phân Tích Dữ Liệu / Data Analyst Intern,Mm Mega Market,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Data Science,5 months ago,2 days ago,"Microsoft Excel, Good Microsoft Office Software skills, Good Communication Skills, Data Analysis",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-phan-tich-du-lieu-data-analyst-intern/0d42e08f-f122-4a27-a307-7e1312d41eab
111,Nhân Viên Telemarketing Gọi Data Nóng - Thu nhập từ 10 triệu,Công Ty Cổ Phần Quốc Tế IOMA ,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Telecomunication Engineering, Telephone Skills, Telecommunications",https://glints.com/vn/opportunities/jobs/nhan-vien-telemarketing-goi-data-nong-thu-nhap-tu-10-trieu/fea0e1b7-aa0e-4b01-b049-41efc1d64738
112,Nhân viên Telesales (Không yêu cầu kinh nghiệm - Data có sẵn),Công Ty Cổ Phần Tập Đoàn Bán Lẻ Ba Miền,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,2 months ago,14 days ago,"Giao Tiếp Tốt, Nhiệt Tình Trung Thực, Chủ Động Và Ham Học Hỏi, Chịu Áp Lực Công Việc",https://glints.com/vn/opportunities/jobs/nhan-vien-telesales-khong-yeu-cau-kinh-nghiem-data-co-san/56d08864-6315-4219-b715-28aaebdcfc4a
113,Loading and Data Assistant / Trợ Lý Xuất Hàng Và Dữ Liệu,ANHEUSER-BUSCH INBEV SOUTHEAST ASIA,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Data Science,2 months ago,2 months ago,"Project Management, Warehouse And Logistic Management, Logistics & Purchasing",https://glints.com/vn/opportunities/jobs/loading-and-data-assistant-tro-ly-xuat-hang-va-du-lieu/777f31b4-ceae-4db6-b708-d309ec4a70ce
114,(Senior) Performance Marketing Specialist,,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,,,,"Performance Marketing, Gamers",https://glints.com/vn/opportunities/jobs/source/spwd/senior-performance-marketing-specialist/1b437659-6bc8-419c-814d-da08f547b1df
115,Database Administrator,,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,,,,"Microsoft SQL Server 2008, Analytic Tools, Sql Database, Multiple Tasks, Database Design",https://glints.com/vn/opportunities/jobs/source/spwd/database-administrator/516c721a-03f7-4720-9b49-967a5538fed2
116,Software Integration Engineer,,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,,,,Integration Engineer,https://glints.com/vn/opportunities/jobs/source/spwd/software-integration-engineer/bacb97cb-3a83-406c-b058-ee8d49555b99
117,Principal Business Analyst,,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,,,,"English, Business Analyst (PMI-PBA), Business Analyst, BUSINESS ANALYST, Business Analyst Lead",https://glints.com/vn/opportunities/jobs/source/spwd/principal-business-analyst/3f0ed9e0-b7ea-4eb5-87a3-5b0da3cb468a
118,Fullstack Developer,,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,,,,".NET, ReactJS, Java, Python, C#",https://glints.com/vn/opportunities/jobs/source/spwd/fullstack-developer/eaec89f9-1359-48c3-86af-b773120d5f7a
119,Database Developer,,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,,,,"Sql, SAP",https://glints.com/vn/opportunities/jobs/source/spwd/database-developer/22a8c47e-c2b7-4afb-a32b-b910803deff7
120,Backend Engineer,,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,,,,".NET, Python, PHP, C++, C++/c#",https://glints.com/vn/opportunities/jobs/source/spwd/backend-engineer/90d40576-2765-4da9-87d6-e4fa65d4bab5
121,Senior Golang,,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,,,,"Solid Principles, Docker, Backend Development",https://glints.com/vn/opportunities/jobs/source/spwd/senior-golang/0321479b-9d22-41f1-bd4c-bc814238b85e
122,Nhân viên nhập liệu online tại nhà,CTY NHẬP LIỆU TYPE DATA,"Bình Đại, Vietnam",,,Thực Tập,Data Science,2 months ago,2 months ago,"Microsoft Word, Ms Office, Microsoft Office, Office Administration",https://glints.com/vn/opportunities/jobs/nhan-vien-nhap-lieu-online-tai-nha/0938a5dd-dcf4-45b1-8479-6642bd45774b
123,Nhân viên nhập liệu online tại nhà,CTY NHẬP LIỆU TYPE DATA,"Bắc Kạn, Vietnam",,,Việc làm fulltime,Data Science,2 months ago,2 months ago,"Komputer Ms Office, Ms Office, Microsoft Office",https://glints.com/vn/opportunities/jobs/nhan-vien-nhap-lieu-online-tai-nha/fadd236d-dd7d-4c21-9110-ee4ec2944ddc
124,Nhân viên nhập liệu online tại nhà,CTY NHẬP LIỆU TYPE DATA,"Bắc Giang, Vietnam",,,Việc làm fulltime,Marketing,2 months ago,5 days ago,"Komputer Ms Office, Ms Office, Microsoft Office",https://glints.com/vn/opportunities/jobs/nhan-vien-nhap-lieu-online-tai-nha/a2b66794-9e86-4fe7-a052-454e222786f6
125,Nhân viên nhập liệu online tại nhà,CTY NHẬP LIỆU TYPE DATA,"Vũng Tàu, Vietnam",,,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Komputer Ms Office, Microsoft Office, Microsoft Office Skills",https://glints.com/vn/opportunities/jobs/nhan-vien-nhap-lieu-online-tai-nha/9d11c82e-a9b7-45e4-ac52-2f2b384cdf45
126,Nhân viên nhập liệu online tại nhà,CTY NHẬP LIỆU TYPE DATA,"Ho Chi Minh City, Vietnam",,,Việc làm part time,Operations,2 months ago,yesterday,"Microsoft Excel, Microsoft Word, Microsoft Office",https://glints.com/vn/opportunities/jobs/nhan-vien-nhap-lieu-online-tai-nha/dd4a2ac2-45f8-420b-92e2-324e3cf6cff8
127,NHÂN VIÊN NHẬP LIỆU ONLINE TẠI NHÀ,CTY NHẬP LIỆU TYPE DATA,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Marketing,3 months ago,19 days ago,"Microsoft Excel, Microsoft Word, Microsoft Office",https://glints.com/vn/opportunities/jobs/nhan-vien-nhap-lieu-online-tai-nha/827d0514-c00b-4c31-86ba-e5a545c5f0e1
128,NHÂN VIÊN NHẬP LIỆU ONLINE TẠI NHÀ,CTY NHẬP LIỆU TYPE DATA,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Other,3 months ago,1 month ago,"Mircosoft Office, Ms Office, Office Administration",https://glints.com/vn/opportunities/jobs/nhan-vien-nhap-lieu-online-tai-nha/88513f35-4751-47fd-9846-3ad46b759452
129,VOLUNTEER for Real Estate service.,Công ty TNHH QT-Data VN,"Da Nang, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Planning, Computer Networking, Sales Presentations",https://glints.com/vn/opportunities/jobs/volunteer-for-real-estate-service/82395255-c67b-421a-9926-cbd747b3ef7b
130,OPERATIONS MANAGER,Dat Bike,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Operations,1 month ago,26 days ago,"Customer Relationship Management (CRM), Problem Solving, Operations Management, Erp System, Detailed Oriented",https://glints.com/vn/opportunities/jobs/operations-manager/c405cb12-a269-475a-893f-9a71a51adcde
131,Account Executive,,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,,,,"Marketing, English, Negotiations, Business Development, Communication Skills, Organizational Skills",https://glints.com/vn/opportunities/jobs/source/spwd/account-executive/e6b05247-7c74-4b5e-b994-8fe0a6313101
132,PRODUCT QUALITY ENGINEER,Dat Bike,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"Quality Assurance, Pmp Certification, Quality Control",https://glints.com/vn/opportunities/jobs/product-quality-engineer/e52c5fcd-fb29-4306-9b8e-a1930c2324d4
133,Product Quality Engineer,Dat Bike,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Engineering,1 month ago,1 month ago,"Quality Assurance, Pmp Certification, Quality Control",https://glints.com/vn/opportunities/jobs/product-quality-engineer/b7c21181-0463-4a09-a51e-fef6527804d4
134,CUSTOMER SERVICE LEAD,Dat Bike,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Customer Service, Detailed Oriented, Good Problem Solving Skills",https://glints.com/vn/opportunities/jobs/customer-service-lead/5aaaab3a-23e5-444c-8a46-853aeb915540
135,Quality Controller,,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,,,,auto testing,https://glints.com/vn/opportunities/jobs/source/spwd/quality-controller/907c0b56-177d-4ff9-9d91-644d78683650
136,QUALITY MANAGER,Dat Bike,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"Quality Assurance, Quality Engineering, Pmp Certification",https://glints.com/vn/opportunities/jobs/quality-manager/e2fbb3c3-a90e-4cd3-8c9b-24d81cc8e24e
137,Fullstack JS Developer,Silicon Stack Pty Ltd,"Quận Phú Nhuận, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,5 days ago,5 days ago,"Node.js, NestJS, Restful Api",https://glints.com/vn/opportunities/jobs/fullstack-js-developer/07424d3a-4151-4ac0-988c-ee24415c29fe
138,Kế Toán Tổng Hợp,DATX Việt Nam,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,2 months ago,2 months ago,"Phân Tích Tổng Hợp, Nghiệp Vụ Kế Toán, Viết Báo Cáo",https://glints.com/vn/opportunities/jobs/ke-toan-tong-hop/d19f2ee0-43e5-43de-b2d6-a9e442c177bb
