,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
70,INTERNATIONAL SALE REP,Lotus Group,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,10 days ago,10 days ago,"Lectures of Problem Solving Method, Ms Office, Good Planning Skill",https://glints.com/vn/opportunities/jobs/international-sale-rep/39e9b5aa-ce5f-450f-9cd3-baabdfb5440f
71,Category Junior Manager (Fruit & Vegetables),MM Mega Market Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,7 months ago,13 days ago,"Purchasing, Merchandiser, Merchandising",https://glints.com/vn/opportunities/jobs/category-junior-manager-fruit-and-vegetables/233e893c-5f99-4a55-b968-be8e97ab866c
72,Merchandiser staff (E- Commerce),Công Ty TNHH iMarket Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,9 months ago,25 days ago,"English, Microsoft Office, E-commerce, Data Analysis",https://glints.com/vn/opportunities/jobs/merchandiser-staff-e-commerce/08f89abd-536c-4ca5-97ab-ead33993e4e6
73,Nhân Viên Tư Vấn Tài Chính,Công Ty Cổ Phần Tập Đoàn Tima,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Kỹ năng giao tiếp, Quan Hệ Khách Hàng, Tư Vấn Khách Hàng",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van-tai-chinh/fd478d0d-63db-4f3b-8d81-7b0453fd7d1a
74,Chuyên viên SEO (Senior/ Junior),Công Ty CellphoneS,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,2 months ago,"Search Engine Optimization (SEO), SEO, Seo On Page, Seo Marketing, Seo And Web Analytics",https://glints.com/vn/opportunities/jobs/chuyen-vien-seo-senior-junior/df37201a-6374-4698-aa86-a71da6d3c0e5
75,[Ha Noi] – Strategic Planning Manager,Store,"Hà Nội, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Marketing,4 months ago,18 days ago,"understand marketing industry, Commucation and interpersonal skills, High commitment, Critical Thinking, Good Team Player, Fluent In English Both Oral And Written, Data Analysis, Logical Thinking, Strategic Planning, Coaching & Training",https://glints.com/vn/opportunities/jobs/ha-noi-strategic-planning-manager/8e2785ac-14a4-440b-95f4-40ac525e9da7
76,Talent Acquisition Specialist  - HCM,Marathon Education,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Human Resource,24 days ago,24 days ago,"Recruitment, Branding, Good Communication Skills",https://glints.com/vn/opportunities/jobs/talent-acquisition-specialist-hcm/48bf54ac-b412-44c0-94ab-c179cf192a4a
77,CHUYÊN VIÊN QUAN HỆ KHÁCH HÀNG CÁ NHÂN,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Giao Tiếp Tốt, Chăm Sóc Khách Hàng, Tư Vấn Khách Hàng",https://glints.com/vn/opportunities/jobs/chuyen-vien-quan-he-khach-hang-ca-nhan/3bb630bb-9d03-473b-8b61-02000493ffae
78,Campaign Planning Management,J&t Express,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,5 months ago,9 days ago,"Marketing Management, E Commerce, Business Development, Sales Operations, Marketing Campaign, Logistics, Sales Marketing",https://glints.com/vn/opportunities/jobs/campaign-planning-management/6947f33f-ed79-4a07-898d-cb7dd9b6f1ce
79,Optimization Manager (Performance Marketing),PMAX,"Quận 1, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,26 days ago,"Problem Solving And Time Management, Digital Marketing, Analytical Skills, Project Management",https://glints.com/vn/opportunities/jobs/optimization-manager-performance-marketing/bcdf6758-789c-4b8a-876c-c6cf95b62e6f
80,NHÂN VIÊN TƯ VẤN ,Manpowergroup Việt Nam,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Communication Skills, Good Attitude, Microsoft Office",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van/20da85e7-dd41-47ba-abde-bd5c7f401935
81,Thực Tập Sinh Chuỗi Cung Ứng,Bc Concept,"Ho Chi Minh City, Vietnam",,,Thực Tập,Operations,8 months ago,10 days ago,"English, Microsoft Excel, Logical Thinking",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-chuoi-cung-ung/edb0beac-f123-4315-81bd-c511b128abd0
82,Trường Phòng Telesales,Công Ty Cổ Phần Tập Đoàn PCORP,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Timeshare, Sắp Xếp Công Việc, xử lý tình huống.",https://glints.com/vn/opportunities/jobs/truong-phong-telesales/3539d680-0b88-4196-8464-9fc507320213
83,Trường Phòng Telesales,Công Ty Cổ Phần Tập Đoàn PCORP,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,2 months ago,"Timeshare, Kỹ năng làm việc nhóm, xử lý tình huống.",https://glints.com/vn/opportunities/jobs/truong-phong-telesales/3358d35c-f30c-43a2-88a7-0cd606465728
84,IT Support,Công Ty 5stars,"Quận 10, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,7 days ago,"Maintenance Engineering, Remote Desktop, Ghost, Desktop And It Support, Cài Đặt Các Phần Mềm",https://glints.com/vn/opportunities/jobs/it-support/815c77e2-a3da-4cd0-890e-abb6560dd0f2
85,Software Engineer (ReactJS/NextJS/Golang),Buymed,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,15 days ago,15 days ago,"ReactJS, Typescript, Golang",https://glints.com/vn/opportunities/jobs/software-engineer-reactjs-nextjs-golang/2ccb28ce-93ae-452e-9d9e-fcb886fcad92
86,Process Engineer,Taiwan Semiconductor Manufacturing Company Limited,"Hà Nội, Vietnam",,,Việc làm fulltime,Engineering,5 months ago,5 months ago,"Mandarin English, Mechanical Engineering, Good Communication Skills",https://glints.com/vn/opportunities/jobs/process-engineer/83a644fc-f596-4b4e-b1c0-71045440d29c
87,Process Engineer,Taiwan Semiconductor Manufacturing Company Limited,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Engineering,5 months ago,14 days ago,"Good Interpersonal Skills, Mandarin English, Mechanical Engineering",https://glints.com/vn/opportunities/jobs/process-engineer/401dd88c-0bba-44b1-a66d-2c188685ab0b
88,Sales Staff,CÔNG TY CỔ PHẦN TẬP ĐOÀN ENSO GROUP,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,19 days ago,18 days ago,"Đàm phán thuyết phục, Sales, Microsoft Office",https://glints.com/vn/opportunities/jobs/sales-staff/136074a4-2399-4888-92c4-df788b66ab26
89,Software Tester,Seadev,"Da Nang, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Other,1 month ago,1 month ago,"Qa Methodology, Software Tester, English, User Experience (ux), Automation Testing",https://glints.com/vn/opportunities/jobs/software-tester/85e95cbd-6761-4e40-9850-4c76a07be63e
90,Partnership Development Specialist,"ELSA, Corp","Quận Phú Nhuận, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 days ago,4 days ago,"B2c, Business Development, Affiliate Networks, Sales, KOL Management, Partnerships",https://glints.com/vn/opportunities/jobs/partnership-development-specialist/989ad3d6-1e6f-4052-828e-641bf64477e6
91,Director Personal Assistant,Jolie Siam,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Administrative,15 days ago,5 hours ago,"Organization Skills, Communication, Administration",https://glints.com/vn/opportunities/jobs/director-personal-assistant/8c7d0b6a-dd99-4f0f-8c95-dae6b5b880ab
92,[HN/HCM] Business Development Intern - Flexible working time,Marathon Education,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Fast Learner, Negotiation Skill, Willing To Learn Attitude",https://glints.com/vn/opportunities/jobs/hn-hcm-business-development-intern-flexible-working-time/b749b3a6-a81f-42f1-9bed-ea74409c324b
93,Tester Leader,BnK Solution,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,2 months ago,"QA Tester, Software Tester, Leadership Skills, Leadership, Tester, Software Testing, Senior Software Tester",https://glints.com/vn/opportunities/jobs/tester-leader/3299ad4a-a4c7-40f8-ae78-dd877ba88783
94,Quản lý Telesales,Công Ty TNHH Nhà Đại Phát,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,1 month ago,"Teamwork, Team Leadership, Sales Management, Sales",https://glints.com/vn/opportunities/jobs/quan-ly-telesales/7938bfe8-6493-45d8-a36d-f01cc2a4ca06
95,CHUYÊN VIÊN QUAN HỆ KHÁCH HÀNG CÁ NHÂN,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Giao Tiếp Tốt, Tư Vấn, Ngoại Hình Ưa Nhìn",https://glints.com/vn/opportunities/jobs/chuyen-vien-quan-he-khach-hang-ca-nhan/ec290801-260f-4965-8d75-421ee0216db4
96,Marketing Executive,Rohto-Mentholatum Việt Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,10 hours ago,"Social Media Marketing, Digital Marketing, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/marketing-executive/5fc7f19c-cf81-4728-85ec-8a5904bc2155
97,Lead Backend Engineer ,Fetch Technology,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"English, Graphql, Aws",https://glints.com/vn/opportunities/jobs/lead-backend-engineer/caa5eaeb-dfd2-46a6-9724-bd2c58383299
98,Chuyên Viên Tư Vấn (Customer Success Executive),Zenyum Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,5 months ago,6 days ago,"Telesales, Telemarketing, Sales",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-customer-success-executive/5cd7acfd-c188-431d-aa02-aee8e59a7608
99,Account Manager,CREASIA GROUP,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,31 days ago,"Good Communication Skills, Flexibility/adaptability, Sales Marketing",https://glints.com/vn/opportunities/jobs/account-manager/7fa901d6-f790-4b30-8aa7-3e2880098244
100,Cộng tác viên Telesales ,Blueseed Group,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm part time,Business Development / Sales,4 days ago,4 days ago,"Customer Service, Telesales, Client Services",https://glints.com/vn/opportunities/jobs/cong-tac-vien-telesales/34a32d7e-edde-4010-88a6-33ffb58c62e7
101,Nhân Viên Tuyển Dụng Tại Manpower  ( RECRUITMENT EXCUTIVE ),Manpowergroup Việt Nam,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Human Resource,29 days ago,29 days ago,"Communication, Screening Resumes, Human Resources",https://glints.com/vn/opportunities/jobs/nhan-vien-tuyen-dung-tai-manpower-recruitment-excutive/ea578de9-a40f-4670-a48b-34afaa2f52c0
102,Trade Marketing Planner Executive (MT Channel),Rohto-Mentholatum Việt Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Social Media Marketing, Sales and Marketing, Trade Marketing, Good Communication Skills, Manage Digital Marketing Campaign, Strategic Planning",https://glints.com/vn/opportunities/jobs/trade-marketing-planner-executive-mt-channel/b5014813-f953-433a-b096-a544d276aac1
103, Front End Engineer,VinBrain,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Software Engineering,3 months ago,3 months ago,"Data Science, AngularJS, Good Communication Skills, Java Programming, Front End Developer",https://glints.com/vn/opportunities/jobs/front-end-engineer/d2a3fc63-f8b3-4ee6-8527-7fc75a72a362
104,Telesale Mảng Giáo Dục,Công Ty Cổ Phần Công Nghệ Giáo Dục EDTE,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Cao Đẳng / Đại Học, Có Tinh Thần Cầu Tiến, Có Laptop Cá Nhân",https://glints.com/vn/opportunities/jobs/telesale-mang-giao-duc/38ec088f-f5de-42f1-b613-bf94009608a9
105,PRODUCT OWNER,APERO TECHNOLOGIES GROUP,"Thanh Xuân, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Product Management,3 months ago,3 months ago,"Product Management, Management, Project Management",https://glints.com/vn/opportunities/jobs/product-owner/6bcfe68c-9b2b-48a7-b9ec-34a2e2ac5ac2
106,"Regional Product Lead, Marketplace (Remote Possible)",Glints Vietnam,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Product Management,4 months ago,18 days ago,"PMF Expansion, Regional Team Management, Product Management, Driving Product Strategy, Strong Leadership Skills, Cross-functional Team Leadership, Cross-cultural Communication Skills, Fluent In English Both Oral And Written, Monetization, Product Roadmap",https://glints.com/vn/opportunities/jobs/regional-product-lead-marketplace-remote-possible/50bdcbbb-5c78-41f4-8a2b-265584c8e9a9
107,Blockchain Consultant (Internship) ,Simple Group Vietnam,"Quận 4, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Consulting,1 month ago,1 month ago,"Blockchain, Metaverse Business Manager, Nft, Blockchain Knowledge",https://glints.com/vn/opportunities/jobs/blockchain-consultant-internship/4ffa0034-a421-4b26-88da-85aa059cbfcc
108,Remote (Full-time) Senior Backend Engineer,Fetch Technology,"Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Software Engineering,5 months ago,1 month ago,"nodejs, Typescript, Amazon Web Services (AWS), CICD",https://glints.com/vn/opportunities/jobs/remote-full-time-senior-backend-engineer/40d5956d-dd3e-445e-8496-fcf18590af6c
109,MARKETING INTERN,Công Ty Thủ Công Mỹ Nghệ Việt Trang,"Ho Chi Minh City, Vietnam",,,Thực Tập,Marketing,5 months ago,12 days ago,"Social Media Marketing, Digital Marketing, Social Media Analytics, Social Media Management, Marketing Campaign, Content Marketing",https://glints.com/vn/opportunities/jobs/marketing-intern/78c56229-e6a0-4f69-a5a1-f8131cc11e62
110,Quản trị Website và IT,Công ty TNHH MTV Sản xuất và Thương Mại Minh Giang,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,20 days ago,13 days ago,"Content Writing, Web Applications, Web Services, Camera Operating, Microsoft SQL Server, Web Development, Fixed Assets",https://glints.com/vn/opportunities/jobs/quan-tri-website-va-it/6b71f2ff-d8ea-48ca-b73b-c65ff146cc91
111,Thực tập sinh/CTV AI-Machine Learning (remote/office),Tập Đoàn C.t Group,"Quận 3, Ho Chi Minh City, Vietnam",,,Việc làm part time,Software Engineering,8 months ago,3 days ago,"AI & Machine Learning, Chatbot, Data Mining",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-ctv-ai-machine-learning-remote-office/ec1e94a9-120b-42e8-bd43-62a316e1c58d
112,Strategic Planning Intern,Store,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Marketing,8 days ago,7 days ago,"Problem Solving, Market Research, Digtal Marketing, Fluent In English Both Oral And Written, Good Communication Skills, Critial Thinking, Competitor Analysis, Strategic Planning",https://glints.com/vn/opportunities/jobs/strategic-planning-intern/0a36706f-94d8-4cfc-aab0-735e204873ab
113,Quality Technician - Reliability and Test Engineering,Công Ty TNHH Sản Xuất First Solar Việt Nam,"Đồng Nai, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,1 month ago,"Fast Learner, Troubleshooting Skills, Data Analysis Skills",https://glints.com/vn/opportunities/jobs/quality-technician-reliability-and-test-engineering/3e738ee9-e4b6-4791-9e38-755b7dfc87a0
114,Quality Technician - Reliability and Test Engineering,Công Ty TNHH Sản Xuất First Solar Việt Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,4 months ago,"Troubleshooting Skills, Fluent In English Both Oral And Written, Data Analysis Skills",https://glints.com/vn/opportunities/jobs/quality-technician-reliability-and-test-engineering/5da2ea81-f9de-4411-ac5e-4177932d0bf2
115,Trade Marketing Executive (Modern Trade),ANHEUSER-BUSCH INBEV SOUTHEAST ASIA,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,4 months ago,25 days ago,"Detailed Oriented, Sales Operations, Data Analysis, Retail Sales, Presentation Skills, Teamwork And Interpersonal Skills",https://glints.com/vn/opportunities/jobs/trade-marketing-executive-modern-trade/8f5cab41-b667-420b-b61e-f36be6135b6b
116,Sales Admin,CHI NHÁNH CÔNG TY CỔ PHẦN EVERPIA,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Administrative,2 months ago,yesterday,"Problem Solving And Time Management, Report Writing, Administrative Assistance, Microsoft Office Skills",https://glints.com/vn/opportunities/jobs/sales-admin/8795f9f5-7430-42da-a8e6-aa09786e8f06
117,Python Developer (Django SQL),"Cj Olivenetworks Vina Co., Ltd","Quận 1, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,3 months ago,31 days ago,"Backend Developer, MySQL, Django, Python",https://glints.com/vn/opportunities/jobs/python-developer-django-sql/9ef24829-6a34-4ebf-97dc-bd01343f714c
118,Professional Financial Advisor,Chubb Life - Vietnam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,20 days ago,20 days ago,"Giao Tiếp Tốt, Chăm Sóc Khách Hàng, Tư Vấn",https://glints.com/vn/opportunities/jobs/professional-financial-advisor/03442501-8deb-476c-911e-7d115d2ca1dc
119,PROCUREMENT SPECIALIST - CATEGORY FACILITIES SERVICE,INSEE,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,5 months ago,7 hours ago,"Operations Management, Logical Thinking, Flexibility/adaptability",https://glints.com/vn/opportunities/jobs/procurement-specialist-category-facilities-service/b0ae6ed7-893e-4986-9d16-aa3f805f962c
